date,equity,strat_logret,signal
2025-10-21,2.127646966222797,0.0,0
2025-10-28,2.127646966222797,0.0,0
2025-11-04,2.127646966222797,-0.0,0
2025-11-11,2.127646966222797,-0.0,0
2025-11-18,2.0730998736054853,-0.025971647797107405,1
2025-11-25,2.0730998736054853,-0.0,0
2025-12-02,2.0730998736054853,-0.0,0
2025-12-09,2.0730998736054853,-0.0,0
2025-12-16,2.0730998736054853,-0.0,0
2025-12-23,2.0730998736054853,0.0,0
